The best Labor Day deals to shop at Walmart,2020-09-07T22:01:15Z,0.95,The best Labor Day deals,to shop,at Walmart
This Whole Foods doesn't allow customers inside,2020-09-06T13:29:58Z,0.93,This Whole Foods,does n't allow,customers inside
The best Labor Day deals to shop at Walmart,2020-09-04T22:02:29Z,0.95,The best Labor Day deals,to shop,at Walmart
Walmart will add breastfeeding pods in 100 stores for nursing moms -- and the idea started with one associate,2020-09-02T21:27:28Z,0.92,Walmart,will add,breastfeeding pods
A White officer is charged in the fatal shooting of a Black man under California's tougher deadly-force law,2020-09-03T15:26:34Z,0.96,A White officer,is charged,in the fatal shooting of a Black man under California's tougher deadlyforce law
The best Labor Day deals to shop at Walmart,2020-09-01T13:59:46Z,0.95,The best Labor Day deals,to shop,at Walmart
Covid-19 built a 'northern wall' between the US and Canada and it could stay up longer than anyone expected,2020-09-01T10:28:41Z,0.96,Covid,built,a ' northern wall ' between the US and Canada
"With Canada and Mexico borders closed, Americans are trapped in their own health care system",2020-08-31T09:06:39Z,0.93,Americans,are trapped,in their own health care system
"Chase announces new Freedom Flex credit card, plus additions to Chase Freedom Unlimited",2020-08-31T12:30:11Z,0.93,Chase,announces,new additions to Chase Freedom Unlimited
New Chinese rules could complicate a sale of TikTok's US business,2020-08-31T05:37:46Z,0.93,New Chinese rules,could complicate,a sale of TikTok's US business
Russia and white supremacists get a pass at Republican National Convention,2020-08-28T19:46:04Z,0.95,Russia,get,a pass
Why does Walmart want TikTok? Look at how teens shop in China,2020-08-28T13:46:52Z,0.93,teens,shop,in China
Walmart joins Microsoft's bid to buy TikTok,2020-08-28T13:56:33Z,0.93,Walmart,joins,Microsoft's bid
Japan's Abe is out. But his economic legacy will last for decades,2020-08-28T11:33:37Z,0.87,Japan 's Abe,is,out
Walmart is joining Microsoft in the pursuit of TikTok,2020-08-27T04:42:17Z,0.93,Walmart,is joining,Microsoft
"'Alexa, what aisle is the milk in?' Amazon is opening a new grocery store filled with smart devices",2020-08-27T07:24:24Z,0.92,a new grocery store,filled,with smart devices
"Don't argue with anti-maskers, CDC warns stores",2020-08-25T19:47:29Z,0.89,CDC,warns,stores
Trump's WeChat ban could prevent US companies from doing business in China,2020-08-26T09:26:06Z,0.95,Trump's WeChat ban,could prevent,US companies
0.80 (Man; tells; them; they now have Covid - 19,2020-08-23T08:52:37Z),0.93,Man in Walmart,gives,customers
The best Chase credit cards to get for cash back and travel rewards,2020-05-20T20:29:53Z,0.94,The best Chase credit cards,to travel,rewards
The pandemic is turning into a super-expensive business quagmire,2020-08-20T18:25:55Z,0.9,The pandemic,is turning,into a superexpensive business quagmire
Arkansas governor and legislators introduce 'long overdue' hate crimes legislation,2020-08-20T16:10:48Z,0.89,Arkansas governor,introduce,long overdue ' hate crimes legislation
Back-to-school shopping is off to a slow start,2020-08-19T17:13:02Z,0.95,Backtoschool shopping,is,off to a slow start
Target's enormous sales boom sets a record,2020-08-19T11:35:14Z,0.96,Target's enormous sales boom,sets,a record
An arrest has been made in the case of a Georgia mom who mysteriously disappeared in Florida,2020-08-19T04:10:13Z,0.93,a Georgia mom,mysteriously disappeared,in Florida
Urban Outfitters took down its listing for a $250 US Postal Service hoodie,2020-08-18T19:13:47Z,0.89,Urban Outfitters,took down,its listing
Gergen: Trump traps GOP in boneheaded position,2020-08-18T14:33:30Z,0.9,Trump,traps,GOP
Housing market is still going strong and propping up the economy,2020-08-18T13:16:12Z,0.89,Housing,propping up,the economy
Robinhood and stock markets are both on the upswing,2020-08-18T12:22:59Z,0.9,Robinhood and stock markets,are,on the upswing
Wall Street braces for an unpredictable US election,2020-08-17T12:14:56Z,0.94,Wall Street,braces,for an unpredictable US election
"Starting this weekend, Walmart is converting its parking lots into free drive-in theaters",2020-08-15T06:16:40Z,0.88,Walmart,is converting,its parking lots
"Walmart will stay open later, joining other chains",2020-08-14T20:26:44Z,0.93,Walmart,will stay,open
"The FDA is recalling some potatoes, lemons, limes and oranges due to potential listeria contamination",2020-08-11T18:42:13Z,0.93,The FDA,is recalling,some oranges
Instacart partners with Walmart to compete with Amazon,2020-08-11T17:26:44Z,0.95,Instacart partners with Walmart,to compete,with Amazon
"Trick-or-treating is in doubt this year, so Halloween candy is coming early",2020-08-10T21:34:33Z,0.93,Trickortreating,is,in doubt
Salmonella outbreak linked to onions expands to hundreds of people sickened in 43 states,2020-08-08T06:25:16Z,0.91,Salmonella outbreak,expands,to hundreds of people
Two police officers in Georgia put on leave after shooting at minors,2020-08-09T04:37:42Z,0.95,Two police officers in Georgia,put,on leave
Hasbro is removing Trolls doll from stores amid complaints that button is inappropriately placed,2020-08-06T21:51:34Z,0.83,Hasbro,is removing,Trolls doll
FBI helping in search for Georgia woman whose toddler was found wandering alone in Florida,2020-08-07T01:04:44Z,0.88,FBI,helping,in search for Georgia woman
PepsiCo's new Mac & Cheese product is made with Cheetos,2020-08-05T21:22:09Z,0.96,PepsiCo's new Mac & Cheese product,is made,with Cheetos
Nevada approves plan to mail ballots to all registered voters,2020-08-03T23:48:37Z,0.92,Nevada,approves,plan to mail ballots to all registered voters
The debate over masks today is a lot like the decades-long fight to mandate seat belts,2020-08-05T13:42:55Z,0.94,The debate over masks today,is,a lot like the decadeslong fight
Hugs helped El Paso victims cope after the shooting. A sign of affection now could put their lives at risk,2020-08-03T08:00:42Z,0.9,A sign of affection,could put,their lives
"Tired of living in fear, some Latinos are buying guns to feel more safe",2020-08-01T08:00:20Z,0.95,some Latinos,are buying,guns to feel more safe
"Walmart used to be a haven for RV parking, but more stores won't allow it",2020-07-31T18:00:05Z,0.92,Walmart,to be,a haven for RV parking
"Americans are on a spending spree, but the sugar rush may be wearing off",2020-07-31T16:13:25Z,0.92,Americans,are,on a spending spree
Bankrupt Pier 1 becomes a walking zombie,2020-07-31T14:40:06Z,0.93,Bankrupt Pier,becomes,a walking zombie
Dunkin' is closing 800 US locations,2020-07-30T13:07:07Z,1.0,Dunkin,is closing,us locations
Four tech titans go before Congress,2020-07-29T13:12:53.693Z,0.94,Four tech titans,go,before Congress
Walmart bans couple seen in video wearing the Nazi swastika on their face coverings,2020-07-27T20:49:52Z,0.89,couple,seen,in video
Taiwan's TSMC is becoming one of the world's top companies. Intel's problems are helping,2020-07-28T11:10:25Z,0.92,Taiwan's TSMC,is becoming,one of the world's top companies
Walmart bans couple for wearing Nazi swastika face coverings,2020-07-28T00:34:22Z,0.92,Walmart,for wearing,Nazi swastika face coverings
